created_at,parts,contact_id,company_id
1582773790.0,58.0,10237.0,10002
1582539129.0,41.0,9754.0,10002
1582760325.0,40.0,10197.0,10021
1582422594.0,34.0,9929.0,10020
1582548548.0,37.0,9929.0,10020
1582451124.0,44.0,9832.0,10005
1582845532.0,54.0,10065.0,10000
1582610779.0,45.0,10124.0,10000
1582330687.0,40.0,10125.0,10012
1582913592.0,33.0,10064.0,10002
1582864664.0,24.0,10130.0,10002
1582862343.0,44.0,9841.0,10002
1583016515.0,25.0,9782.0,10014
1582678734.0,56.0,9757.0,10014
1582728362.0,40.0,9995.0,10012
1582868311.0,23.0,10144.0,10022
1582876823.0,56.0,9986.0,10008
1582749706.0,43.0,9745.0,10010
1582494099.0,52.0,9980.0,10006
1583018668.0,53.0,9948.0,10015
1583016190.0,49.0,10163.0,10014
1583020541.0,54.0,10132.0,10014
1583013830.0,33.0,10152.0,10022
1582854896.0,50.0,10210.0,10007
1583000783.0,39.0,9767.0,10002
1582765197.0,35.0,10018.0,10011
1582241013.0,38.0,9875.0,10021
1582991962.0,36.0,10163.0,10001
1582967021.0,38.0,10266.0,10001
1582356908.0,29.0,9747.0,10018
1582796756.0,20.0,9754.0,10013
1582676869.0,44.0,10000.0,10000
1582817672.0,40.0,10084.0,10003
1582322671.0,30.0,10086.0,10017
1582806758.0,66.0,9993.0,10002
1582585925.0,61.0,10003.0,10020
1582547006.0,46.0,9974.0,10012
1582539286.0,55.0,9989.0,10003
1582494064.0,55.0,10063.0,10020
1582172194.0,32.0,10182.0,10005
1582983431.0,47.0,10034.0,10017
1583014161.0,45.0,9966.0,10022
1582930467.0,36.0,9736.0,10011
1582794492.0,57.0,10115.0,10003
1582872627.0,32.0,10117.0,10009
1582768467.0,36.0,9835.0,10003
1582998582.0,45.0,9995.0,10004
1582341459.0,47.0,9768.0,10015
1582440745.0,52.0,10233.0,10010
1582291452.0,52.0,10096.0,10006
1582914528.0,41.0,10009.0,10018
1582939243.0,46.0,10241.0,10023
1582721871.0,47.0,10010.0,10024
1582284551.0,37.0,9835.0,10021
1582486492.0,60.0,9814.0,10022
1582715552.0,42.0,9972.0,10003
1582827968.0,62.0,9898.0,10016
1582875563.0,49.0,9848.0,10020
1582608850.0,57.0,9919.0,10021
1582571843.0,21.0,9938.0,10005
1582902669.0,45.0,10205.0,10019
1582715838.0,25.0,10138.0,10021
1582669394.0,38.0,10168.0,10006
1582280454.0,36.0,9937.0,10008
1582979491.0,34.0,10189.0,10006
1582388264.0,56.0,10131.0,10013
1582625498.0,28.0,9981.0,10007
1583002934.0,39.0,9796.0,10017
1582521888.0,59.0,10224.0,10012
1582824948.0,48.0,10082.0,10000
1582616487.0,39.0,9834.0,10012
1582912204.0,40.0,10156.0,10023
1582606773.0,52.0,10089.0,10006
1582764483.0,54.0,10157.0,10015
1582988492.0,46.0,10028.0,10000
1582949273.0,45.0,10234.0,10012
1582545859.0,33.0,10251.0,10002
1582980808.0,48.0,10134.0,10001
1582672441.0,40.0,9823.0,10014
1582805418.0,42.0,10152.0,10004
1583004483.0,42.0,9785.0,10011
1582912395.0,28.0,10180.0,10002
1582611997.0,43.0,10076.0,10013
1582496536.0,25.0,10023.0,10008
1582572184.0,49.0,9739.0,10007
1582818827.0,33.0,9974.0,10003
1582788591.0,45.0,9905.0,10003
1582310198.0,73.0,9948.0,10013
1582808146.0,49.0,9873.0,10004
1582688622.0,49.0,9915.0,10018
1583012444.0,51.0,10172.0,10020
1582979685.0,56.0,10233.0,10009
1582452987.0,45.0,10003.0,10004
1582337183.0,47.0,9992.0,10000
1582551970.0,43.0,10147.0,10011
1582532009.0,54.0,10067.0,10024
1582811351.0,42.0,9926.0,10001
1582934517.0,31.0,9775.0,10002
1582711714.0,46.0,9982.0,10006
1582759031.0,26.0,10161.0,10021
1582672046.0,35.0,10217.0,10003
1582284414.0,30.0,9858.0,10013
1582724371.0,45.0,10097.0,10018
1582297237.0,51.0,9925.0,10010
1583014152.0,52.0,10072.0,10024
1582867632.0,45.0,9731.0,10004
1582717073.0,66.0,9865.0,10008
1582971330.0,26.0,10030.0,10017
1582727696.0,41.0,10252.0,10008
1582772436.0,57.0,9897.0,10017
1582856422.0,33.0,9803.0,10020
1582746604.0,55.0,9852.0,10001
1582633351.0,54.0,9813.0,10002
1582536922.0,50.0,10184.0,10002
1582980036.0,41.0,9974.0,10020
1582294000.0,38.0,10070.0,10004
1582788135.0,30.0,10213.0,10003
1582780005.0,37.0,9850.0,10022
1582621891.0,51.0,10066.0,10008
1582905524.0,30.0,10232.0,10020
1582827516.0,54.0,10072.0,10012
1582814657.0,29.0,9948.0,10012
1582894982.0,52.0,10070.0,10000
1582310782.0,58.0,9759.0,10002
1582928220.0,46.0,9919.0,10007
1582913976.0,26.0,9851.0,10003
1582847873.0,35.0,10031.0,10001
1582397276.0,55.0,10016.0,10002
1582707266.0,41.0,9825.0,10001
1583015069.0,64.0,10136.0,10003
1582380124.0,45.0,9768.0,10008
1582856655.0,28.0,9833.0,10003
1582332367.0,53.0,9902.0,10014
1583014089.0,49.0,9741.0,10015
1582854536.0,62.0,9873.0,10012
1582988970.0,42.0,10237.0,10015
1582870899.0,36.0,9743.0,10001
1582619773.0,28.0,10229.0,10021
1582875752.0,31.0,9879.0,10000
1582446081.0,39.0,9769.0,10020
1582802721.0,41.0,10202.0,10002
1582801859.0,24.0,9740.0,10000
1582671260.0,40.0,10209.0,10008
1583014637.0,33.0,9916.0,10000
1582944538.0,55.0,10178.0,10017
1582443377.0,37.0,9903.0,10003
1582356697.0,61.0,10256.0,10011
1582947483.0,30.0,10050.0,10002
1582969156.0,23.0,9838.0,10021
1582612714.0,44.0,9834.0,10000
1582619234.0,39.0,9780.0,10003
1582975578.0,27.0,9920.0,10014
1582446470.0,43.0,10123.0,10002
1582360588.0,35.0,9915.0,10008
1582276776.0,54.0,10259.0,10006
1582600857.0,31.0,9971.0,10013
1582896696.0,52.0,10160.0,10000
1582793712.0,48.0,10105.0,10022
1582749055.0,52.0,10121.0,10025
1582645131.0,34.0,10072.0,10019
1582905039.0,63.0,9825.0,10010
1582862370.0,40.0,10006.0,10013
1582787844.0,43.0,9868.0,10024
1582685343.0,30.0,10184.0,10022
1582414857.0,36.0,10178.0,10012
1582963604.0,31.0,10016.0,10005
1582872680.0,36.0,9946.0,10024
1582714262.0,53.0,9767.0,10000
1582758319.0,29.0,10057.0,10023
1582814322.0,53.0,10221.0,10024
1582861221.0,60.0,10219.0,10002
1582453936.0,37.0,9768.0,10004
1582965502.0,33.0,10119.0,10003
1582622405.0,54.0,9966.0,10010
1582362902.0,40.0,9941.0,10001
1582772206.0,31.0,10127.0,10025
1582819184.0,45.0,10255.0,10011
1583016044.0,44.0,10035.0,10024
1582942494.0,48.0,9966.0,10017
1582502831.0,37.0,10084.0,10005
1582996977.0,47.0,10140.0,10022
1582312232.0,54.0,10119.0,10006
1582896378.0,51.0,10210.0,10008
1582697995.0,30.0,9996.0,10017
1582895562.0,42.0,10194.0,10000
1582564899.0,53.0,9750.0,10004
1582517009.0,38.0,9938.0,10020
1582887848.0,39.0,10174.0,10013
1583016413.0,33.0,10076.0,10010
1582839177.0,51.0,9991.0,10018
1582587932.0,48.0,9843.0,10023
1582674510.0,31.0,10084.0,10007
1582965970.0,19.0,9923.0,10017
1582970446.0,51.0,9890.0,10022
1582833041.0,54.0,10234.0,10006
1582558336.0,38.0,10257.0,10008
1582806184.0,30.0,9739.0,10004
1582767907.0,36.0,10176.0,10004
1582311516.0,30.0,10019.0,10000
1582883572.0,30.0,10238.0,10007
1582232426.0,40.0,10143.0,10007
1582970046.0,47.0,10161.0,10020
1582406207.0,51.0,9838.0,10019
1582586502.0,35.0,10241.0,10003
1582903524.0,41.0,9994.0,10001
1582708853.0,36.0,9868.0,10020
1582491068.0,44.0,10022.0,10021
1583008722.0,44.0,10209.0,10000
1582562527.0,50.0,10196.0,10008
1582147695.0,35.0,9948.0,10003
1582796762.0,42.0,10258.0,10023
1582876131.0,63.0,10153.0,10007
1582865913.0,40.0,10200.0,10019
1582697804.0,40.0,10080.0,10024
1582670972.0,60.0,10252.0,10002
1582720447.0,20.0,10131.0,10010
1582933415.0,41.0,9879.0,10001
1583016546.0,45.0,9818.0,10000
1582590795.0,50.0,10063.0,10022
1582660903.0,27.0,9776.0,10017
1582627285.0,44.0,10207.0,10020
1582906342.0,47.0,10138.0,10001
1582747537.0,27.0,10078.0,10014
1582617499.0,49.0,9847.0,10015
1582510867.0,40.0,9994.0,10022
1582360335.0,42.0,10078.0,10003
1582985764.0,36.0,9836.0,10012
1583000473.0,58.0,9884.0,10010
1582508861.0,43.0,10070.0,10000
1582433283.0,51.0,10186.0,10025
1582790421.0,61.0,9817.0,10024
1582892589.0,45.0,10135.0,10014
1582501595.0,23.0,10018.0,10015
1582846251.0,38.0,10166.0,10014
1582832089.0,31.0,10015.0,10022
1583009875.0,49.0,9806.0,10016
1582917780.0,45.0,9940.0,10004
1582278131.0,31.0,9773.0,10018
1582798974.0,50.0,9793.0,10013
1582946216.0,37.0,9787.0,10012
1582998041.0,50.0,10043.0,10013
1582932348.0,38.0,9898.0,10023
1582795920.0,53.0,9897.0,10004
1582581158.0,31.0,9983.0,10003
1582346746.0,38.0,10137.0,10006
1582971026.0,63.0,9931.0,10016
1582833186.0,57.0,10191.0,10005
1582712282.0,53.0,9894.0,10007
1582738812.0,50.0,10105.0,10001
1582697783.0,23.0,9743.0,10007
1582503180.0,26.0,9779.0,10008
1582910670.0,56.0,9863.0,10007
1582651800.0,39.0,9764.0,10013
1582887675.0,62.0,10042.0,10017
1583013158.0,49.0,9797.0,10003
1582698661.0,50.0,10049.0,10003
1582688276.0,36.0,10046.0,10012
1582877628.0,37.0,9800.0,10002
1582323901.0,44.0,10004.0,10003
1582426300.0,52.0,9788.0,10003
1582481627.0,41.0,10225.0,10000
1582829103.0,50.0,9783.0,10006
1582971877.0,44.0,10077.0,10005
1582964169.0,35.0,10015.0,10006
1582740167.0,39.0,10005.0,10014
1582627526.0,57.0,10084.0,10002
1582168311.0,32.0,10248.0,10004
1582770751.0,47.0,10058.0,10001
1582902150.0,56.0,10034.0,10017
1582992781.0,60.0,10112.0,10006
1582972577.0,17.0,10260.0,10008
1582603435.0,46.0,9834.0,10016
1582876562.0,66.0,10152.0,10015
1582252106.0,39.0,9738.0,10008
1582593813.0,37.0,10047.0,10022
1582602928.0,33.0,10239.0,10015
1582837056.0,40.0,9938.0,10014
1582896228.0,41.0,9900.0,10005
1582956759.0,48.0,10123.0,10002
1582641144.0,40.0,10102.0,10025
1582967737.0,61.0,10254.0,10010
1582910777.0,44.0,10065.0,10003
1582777668.0,52.0,10050.0,10007
1582779323.0,59.0,9960.0,10008
1582306916.0,51.0,10247.0,10001
1582632465.0,46.0,10015.0,10000
1582796303.0,30.0,10095.0,10003
1582789545.0,46.0,9865.0,10018
1582996895.0,37.0,10024.0,10022
1582971780.0,42.0,10005.0,10024
1583012910.0,50.0,9910.0,10007
1582851828.0,34.0,10171.0,10023
1582565864.0,41.0,10208.0,10002
1582907761.0,55.0,10115.0,10020
1582342673.0,38.0,9886.0,10002
1583010546.0,46.0,9827.0,10006
1582985573.0,37.0,10208.0,10014
1582250383.0,40.0,10166.0,10012
1582688545.0,36.0,9782.0,10001
1582640284.0,44.0,9807.0,10016
1582931423.0,39.0,9974.0,10017
1582572382.0,46.0,10024.0,10021
1582599378.0,54.0,10263.0,10003
1582629638.0,52.0,10115.0,10015
1582467955.0,53.0,9942.0,10011
1582749853.0,49.0,9804.0,10013
1582376220.0,50.0,9954.0,10000
1582229742.0,40.0,10098.0,10018
1582683436.0,58.0,10132.0,10009
1583008954.0,50.0,9935.0,10016
1582765831.0,66.0,9845.0,10013
1582127701.0,48.0,9769.0,10021
1582912393.0,41.0,10025.0,10024
1582892062.0,35.0,9991.0,10000
1582931071.0,29.0,10007.0,10014
1582994089.0,46.0,9915.0,10021
1582772127.0,41.0,9898.0,10000
1582608703.0,42.0,9937.0,10021
1582561517.0,55.0,10143.0,10020
1582857030.0,46.0,10058.0,10015
1582691043.0,49.0,10044.0,10008
1582748984.0,46.0,9797.0,10013
1582245131.0,42.0,9863.0,10002
1582734305.0,47.0,10086.0,10000
1582839795.0,52.0,10055.0,10021
1582996001.0,33.0,9946.0,10008
1582389902.0,48.0,9859.0,10006
1582714739.0,25.0,10261.0,10000
1582975217.0,49.0,9859.0,10021
1582975494.0,45.0,10203.0,10008
1582836530.0,39.0,10045.0,10013
1582599406.0,30.0,10092.0,10021
1582980576.0,37.0,10258.0,10020
1582607031.0,30.0,10178.0,10020
1582996167.0,45.0,10125.0,10000
1582974592.0,57.0,10101.0,10013
1582608271.0,46.0,10056.0,10024
1582929198.0,40.0,10250.0,10012
1582497721.0,57.0,10221.0,10020
1582767572.0,46.0,10020.0,10000
1582548529.0,35.0,10251.0,10025
1582799771.0,41.0,9757.0,10022
1582690753.0,51.0,9769.0,10006
1582846065.0,44.0,9769.0,10011
1582384887.0,38.0,10228.0,10001
1582414445.0,61.0,10220.0,10000
1582257099.0,42.0,10000.0,10003
1582643996.0,45.0,9823.0,10015
1582850505.0,54.0,9732.0,10005
1582901746.0,53.0,10010.0,10020
1582788940.0,38.0,10208.0,10025
1582765344.0,40.0,9989.0,10002
1582941927.0,38.0,10035.0,10002
1582399857.0,41.0,10021.0,10008
1583002193.0,49.0,10125.0,10003
1582663339.0,58.0,10059.0,10006
1582729571.0,50.0,9955.0,10010
1582636055.0,29.0,9956.0,10008
1582917148.0,62.0,9821.0,10020
1582663698.0,49.0,9796.0,10000
1582683049.0,44.0,9940.0,10000
1582755115.0,59.0,10020.0,10001
1582797576.0,46.0,9832.0,10014
1583017138.0,40.0,10015.0,10001
1582643616.0,29.0,9823.0,10003
1582245385.0,35.0,10212.0,10003
1582621232.0,32.0,10041.0,10025
1582956977.0,53.0,9847.0,10018
1583016452.0,25.0,10152.0,10013
1582785966.0,58.0,9766.0,10017
1582968353.0,26.0,9746.0,10015
1582853841.0,47.0,10159.0,10004
1582883129.0,36.0,10197.0,10001
1582932813.0,45.0,9953.0,10005
1582594618.0,38.0,10184.0,10017
1582885653.0,45.0,9960.0,10017
1582854643.0,35.0,10124.0,10007
